S,Russian Space Forces,Start-1,2001-02-20,2,51.8,128.2,-16.45249939,979.5964966,100,9.720000267,15.22676373,25.19999886,285
S,Russian Federal Space Agency (ROSCOSMOS),Soyuz U,2001-02-26,2,45.965,63.3,-4.150000095,1003.92334,4,16.29174042,30.25927925,21.95999908,150
S,United States Air Force,Titan IVB,2001-02-27,15,28.396837,-80.605659,19.51099968,1020.887451,0,12.47596073,15.03835011,16.91999817,165
S,United Space Alliance,Space Shuttle,2001-03-08,5,28.573469,-80.65107,4.106499672,1019.057007,0,22.79684067,30.63174629,34.56000137,435
S,Arianespace,Ariane 5 G,2001-03-08,16,5.050333,-52.781667,20.07150078,1010.314209,0,17.91700745,25.80976486,44.63999557,1505
S,Sea Launch,Zenit,2001-03-18,16,0,154,23.60000038,1008.599976,85,15.2819891,15.97848606,19.07999992,470
S,Khrunichev State Research and Production Space Center,Proton-M Briz-M,2001-04-06,22,45.965,63.3,-12,1017.190796,99,34.38330078,50.48863602,52.19999695,665
S,United States Air Force,Delta II,2001-04-07,10,28.396837,-80.605659,16.96100044,1021.589844,0,13.58493233,17.10284042,17.63999939,730
F,Indian Space Research Organization,GSLV,2001-04-18,5,13.7192,80.227,24.61100006,1009.917236,80,18.41638374,21.70773125,29.51999855,795
S,United Space Alliance,Space Shuttle,2001-04-19,13,28.573469,-80.65107,6.306499958,1025.558716,0,13.21744347,15.14141369,25.19999886,1010
S,Russian Federal Space Agency (ROSCOSMOS),Soyuz U,2001-04-28,2,45.965,63.3,-6.699999809,1011.962585,100,24.18706894,38.15999985,35.63999939,500
S,Sea Launch,Zenit,2001-05-08,17,0,154,24.04999924,1007.400024,88,11.113451,11.91812038,20.88000107,350
S,Khrunichev State Research and Production Space Center,Proton-K/DM-2M,2001-05-14,20,45.965,63.3,5.400000095,999.4588013,99,21.09612274,37.75025177,31.68000031,395
S,United States Air Force,Delta II,2001-05-18,12,28.396837,-80.605659,19.21100044,1016.096619,0,16.51690102,18.44802284,24.47999954,210
S,Russian Federal Space Agency (ROSCOSMOS),Soyuz,2001-05-20,17,45.965,63.3,5.550000191,1005.074341,0,18.5845108,31.26201439,28.79999924,430
S,Strategic Rocket Forces,Soyuz-U-PVB,2001-05-29,12,62.9,40.57,-1.195500016,989.185791,0,10.16322708,14.8431797,29.51999855,1465
S,Production Corporation Polyot,Kosmos-3M,2001-06-08,10,62.9,40.57,6.604500294,1002.783142,99,13.20272636,19.00854683,34.56000137,2295
S,Arianespace,Ariane 44L,2001-06-09,1,5.050333,-52.781667,22.32150078,1009.342041,46,10.23945332,19.35313988,23.39999962,355
S,Khrunichev State Research and Production Space Center,Proton-K/DM-2M,2001-06-15,20,45.965,63.3,14.75,995.0126343,0,7.594208241,13.20763397,11.5199995,60
S,Lockheed Martin,Atlas IIAS,2001-06-18,23,28.396837,-80.605659,23.06100082,1017.405518,50,13.89152241,15.3792057,21.59999847,555
S,United States Air Force,Delta II,2001-06-30,14,28.396837,-80.605659,22.91100121,1019.502502,85,17.20860291,18.72346115,24.47999954,460
S,United Space Alliance,Space Shuttle,2001-07-12,4,28.573469,-80.65107,23.35650063,1013.667908,89,20.11172867,27.49702644,28.44000053,495
PF,Arianespace,Ariane 5 G,2001-07-12,16,5.050333,-52.781667,22.9715004,1009.720703,16,5.692099571,7.771330833,28.79999924,1300
S,Progress Rocket Space Center,Molniya-M,2001-07-19,19,62.9,40.57,19.2045002,998.4502563,86,7.421589851,15.57598114,13.31999969,80
S,Lockheed Martin,Atlas IIA,2001-07-23,2,28.396837,-80.605659,22.01099968,1010.607971,96,28.66468239,32.68870926,39.23999786,625
S,Russian Space Forces,Tsiklon-3,2001-07-31,3,62.9,40.57,9.754500389,987.3781738,99,18.43045235,32.48987579,41.76000214,740
S,United States Air Force,Titan 402B IUS,2001-08-06,2,28.396837,-80.605659,23.96100044,1019.401001,99,10.51421833,11.38419819,26.28000069,305
S,United States Air Force,Delta II,2001-08-08,11,28.396837,-80.605659,24.36100006,1018.802979,90,8.891343117,9.693296432,12.23999977,200
S,United Space Alliance,Space Shuttle,2001-08-10,16,28.573469,-80.65107,23.40649986,1019.269165,12,5.771238804,7.208993912,11.5199995,590
S,Russian Federal Space Agency (ROSCOSMOS),Soyuz U,2001-08-21,4,45.965,63.3,12.10000038,1001.430298,0,5.759999752,7.208993912,14.03999996,175
S,Khrunichev State Research and Production Space Center,Proton,2001-08-24,15,45.965,63.3,12.89999962,984.7833252,4,13.89152241,23.22488213,29.15999985,330
S,Japan Aerospace Exploration Agency,H-IIA,2001-08-29,2,30.3792,130.975,21.89999962,1009.200012,83,19.80981255,21.74650192,27.3599987,790
S,Arianespace,Ariane 44L,2001-08-30,1,5.050333,-52.781667,23.07150078,1008.968201,0,7.952659607,16.65753937,14.75999928,240
S,Lockheed Martin,Atlas IIAS,2001-09-08,10,34.7426,-120.5726,11.62150002,1000.105774,0,4.693825245,5.804825306,11.15999889,155
S,Russian Federal Space Agency (ROSCOSMOS),Soyuz U,2001-09-14,18,45.965,63.3,2.599999905,1010.912659,0,6.151682854,9.36000061,9,25
F,Orbital Sciences Corporation,Minotaur-C 2110,2001-09-21,13,34.7426,-120.5726,13.12150002,1002.680969,2,12.72792149,16.87013817,19.79999924,150
S,Arianespace,Ariane 44P,2001-09-25,18,5.050333,-52.781667,21.57150078,1005.457458,0,8.350137711,11.57051468,28.07999992,1360
S,Lockheed Martin,Athena I,2001-09-29,21,58.5444,-152.4097,5.582999706,989.5837402,0,17.56637764,23.44150162,27.71999931,565
S,United States Air Force,Titan 404B,2001-10-05,16,34.7426,-120.5726,11.32149982,1003.50708,0,6.119999886,6.618519306,20.15999985,270
S,Khrunichev State Research and Production Space Center,Proton,2001-10-06,11,45.965,63.3,5.800000191,1003.82019,53,20.2753849,25.07109642,33.47999954,885
S,Lockheed Martin,Atlas IIAS,2001-10-10,21,28.396837,-80.605659,19.41100121,1020.897034,98,37.77770233,42.46474075,50.39999771,895
